time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing,nb_unavailable
11125,2,0,0,0,14,0
11127,2,0,0,0,14,0
11130,2,0,0,0,14,0
11273,2,0,0,0,14,0
11278,2,0,0,0,14,0
11280,0,2,0,2,12,0
11281,0,0,0,0,16,0
11423,0,0,0,1,15,0
11430,0,0,0,1,15,0
11431,0,0,0,0,16,0
11432,0,0,0,0,16,0
11576,0,0,0,4,12,0
11577,0,0,0,2,14,0
11579,0,0,0,1,15,0
11581,0,0,0,2,14,0
11611,0,0,2,0,14,0
11612,2,0,0,0,14,0
11724,2,0,0,0,14,0
11730,2,0,0,0,14,0
11731,1,1,0,4,10,0
11732,1,0,0,0,15,0
11873,1,0,0,1,14,0
11878,1,0,0,1,14,0
11881,1,0,0,1,14,0
11911,1,0,1,0,14,0
11912,2,0,0,0,14,0
12025,2,0,0,0,14,0
12028,0,2,0,1,13,0
12029,0,0,0,0,16,0
12032,0,0,0,0,16,0
12174,0,0,0,0,16,0
12179,0,0,0,0,16,0
12182,0,0,0,3,13,0
12212,0,0,3,0,13,0
12213,3,0,0,0,13,0
12325,2,1,0,3,10,0
12326,0,2,0,1,13,0
12327,0,0,0,0,16,0
12330,0,0,0,0,16,0
12474,0,0,0,0,16,0
12477,0,0,0,0,16,0
12478,0,0,0,0,16,0
12479,0,0,0,3,13,0
12509,0,0,3,0,13,0
12510,3,0,0,0,13,0
12624,2,1,0,4,9,0
12625,2,0,0,0,14,0
12628,1,1,0,4,10,0
12629,0,1,0,5,10,0
12630,0,0,0,0,16,0
12774,0,0,0,1,15,0
12780,0,0,0,1,15,0
12810,0,0,1,0,15,0
12811,1,0,0,0,15,0
12921,1,0,0,0,15,0
12929,0,1,0,3,12,0
12930,0,0,0,0,16,0
13070,0,0,0,4,12,0
13075,0,0,0,2,14,0
13083,0,0,0,2,14,0
13113,0,0,2,0,14,0
13114,2,0,0,0,14,0
13223,0,2,0,1,13,0
13224,0,0,0,0,16,0
13235,0,0,0,1,15,0
13265,0,0,1,0,15,0
13266,1,0,0,0,15,0
13374,0,1,0,4,11,0
13375,0,0,0,0,16,0
13376,0,0,0,3,13,0
13385,0,0,0,0,16,0
13389,0,0,0,2,14,0
13419,0,0,2,0,14,0
13420,2,0,0,0,14,0
13525,0,2,0,5,9,0
13526,0,0,0,0,16,0
13531,0,0,0,2,14,0
13539,0,0,0,1,15,0
13561,0,0,1,0,15,0
13562,1,0,0,0,15,0
13672,1,0,0,0,15,0
13676,0,1,0,4,11,0
13677,0,0,0,0,16,0
13682,0,0,0,1,15,0
13690,0,0,0,0,16,0
13819,0,0,0,0,16,0
13828,0,0,0,1,15,0
13832,0,0,0,0,16,0
13838,0,0,0,0,16,0
13970,0,0,0,0,16,0
13977,0,0,0,0,16,0
13986,0,0,0,0,16,0
13987,0,0,0,1,15,0
14017,0,0,1,0,15,0
14018,1,0,0,0,15,0
14121,1,0,0,0,15,0
14124,0,1,0,4,11,0
14125,0,0,0,0,16,0
14138,0,0,0,0,16,0
14268,0,0,0,0,16,0
14273,0,0,0,0,16,0
14286,0,0,0,0,16,0
14290,0,0,0,4,12,0
14320,0,0,4,0,12,0
14321,4,0,0,0,12,0
14419,1,3,0,3,9,0
14420,1,0,0,0,15,0
14422,1,0,0,0,15,0
14435,0,1,0,4,11,0
14436,0,0,0,0,16,0
14571,0,0,0,3,13,0
14586,0,0,0,2,14,0
14601,0,0,1,1,14,0
14602,1,0,0,1,14,0
14616,1,0,1,0,14,0
14617,2,0,0,0,14,0
14717,1,1,0,4,10,0
14718,1,0,0,0,15,0
14724,0,1,0,4,11,0
14725,0,0,0,0,16,0
14736,0,0,0,1,15,0
14766,0,0,1,0,15,0
14767,1,0,0,0,15,0
14869,0,1,0,5,10,0
14870,0,0,0,1,15,0
14874,0,0,0,0,16,0
14888,0,0,0,0,16,0
15017,0,0,0,0,16,0
15021,0,0,0,1,15,0
15037,0,0,0,2,14,0
15051,0,0,1,1,14,0
15052,1,0,0,1,14,0
15067,1,0,1,0,14,0
15068,2,0,0,0,14,0
15169,0,2,0,1,13,0
15170,0,0,0,1,15,0
15184,0,0,0,1,15,0
15200,0,0,1,0,15,0
15201,1,0,0,0,15,0
15318,0,1,0,2,13,0
15319,0,0,0,0,16,0
15333,0,0,0,1,15,0
15363,0,0,1,0,15,0
15364,1,0,0,0,15,0
15467,0,1,0,4,11,0
15468,0,0,0,1,15,0
15469,0,0,0,4,12,0
15487,0,0,0,1,15,0
15499,0,0,1,0,15,0
15500,1,0,0,0,15,0
15619,1,0,0,0,15,0
15638,1,0,0,0,15,0
15769,1,0,0,0,15,0
15787,0,1,0,2,13,0
15788,0,0,0,0,16,0
15920,0,0,0,0,16,0
15922,0,0,0,0,16,0
15936,0,0,0,4,12,0
15938,0,0,0,1,15,0
15968,0,0,1,0,15,0
15969,1,0,0,0,15,0
16070,1,0,0,0,15,0
16072,1,0,0,1,14,0
16086,1,0,0,2,13,0
16116,1,0,2,0,13,0
16117,3,0,0,0,13,0
16218,1,2,0,4,9,0
16219,1,0,0,0,15,0
16221,1,0,0,0,15,0
16235,1,0,0,1,14,0
16265,1,0,1,0,14,0
16266,2,0,0,0,14,0
16370,2,0,0,2,12,0
16371,1,1,0,6,8,0
16372,1,0,0,0,15,0
16382,1,0,0,4,11,0
16412,1,0,4,0,11,0
16413,5,0,0,0,11,0
16519,2,3,0,4,7,0
16520,2,0,0,0,14,0
16523,0,2,0,3,11,0
16524,0,0,0,0,16,0
16671,0,0,0,1,15,0
16672,0,0,0,1,15,0
16674,0,0,0,0,16,0
16822,0,0,0,1,15,0
16824,0,0,0,2,14,0
16854,0,0,2,0,14,0
16855,2,0,0,0,14,0
16969,0,2,0,1,13,0
16970,0,0,0,0,16,0
16974,0,0,0,0,16,0
17119,0,0,0,4,12,0
17121,0,0,0,2,14,0
17123,0,0,0,3,13,0
17124,0,0,0,2,14,0
17151,0,0,2,0,14,0
17152,2,0,0,0,14,0
17270,2,0,0,0,14,0
17273,1,1,0,5,9,0
17274,1,0,0,0,15,0
17276,1,0,0,0,15,0
17421,1,0,0,0,15,0
17423,1,0,0,0,15,0
17427,1,0,0,0,15,0
17573,0,1,0,5,10,0
17574,0,0,0,0,16,0
17577,0,0,0,0,16,0
17722,0,0,0,0,16,0
17724,0,0,0,1,15,0
17725,0,0,0,0,16,0
17872,0,0,0,0,16,0
17873,0,0,0,0,16,0
17875,0,0,0,0,16,0
18022,0,0,0,0,16,0
18024,0,0,0,0,16,0
18027,0,0,0,0,16,0
18174,0,0,0,0,16,0
18175,0,0,0,0,16,0
18176,0,0,0,0,16,0
18322,0,0,0,1,15,0
18324,0,0,0,3,13,0
18352,0,0,1,2,13,0
18353,1,0,0,2,13,0
18354,1,0,2,0,13,0
18355,3,0,0,0,13,0
18471,1,2,0,4,9,0
18472,1,0,0,0,15,0
18474,1,0,0,1,14,0
18475,0,1,0,5,10,0
18476,0,0,0,0,16,0
18618,0,0,0,1,15,0
18626,0,0,0,0,16,0
18766,0,0,0,1,15,0
18773,0,0,0,1,15,0
18775,0,0,0,0,16,0
18778,0,0,0,0,16,0
18918,0,0,0,0,16,0
18923,0,0,0,3,13,0
18928,0,0,0,2,14,0
18953,0,0,2,0,14,0
18954,2,0,0,0,14,0
19068,0,2,0,4,10,0
19069,0,0,0,0,16,0
19072,0,0,0,0,16,0
19080,0,0,0,1,15,0
19110,0,0,1,0,15,0
19111,1,0,0,0,15,0
19220,1,0,0,1,14,0
19222,0,1,0,7,8,0
19223,0,0,0,2,14,0
19233,0,0,0,2,14,0
19252,0,0,2,0,14,0
19253,2,0,0,0,14,0
19371,1,1,0,4,10,0
19372,1,0,0,0,15,0
19374,0,1,0,6,9,0
19375,0,0,0,0,16,0
19385,0,0,0,0,16,0
19520,0,0,0,1,15,0
19525,0,0,0,0,16,0
19534,0,0,0,0,16,0
19674,0,0,0,0,16,0
19677,0,0,0,0,16,0
19684,0,0,0,0,16,0
19823,0,0,0,1,15,0
19824,0,0,0,1,15,0
19826,0,0,0,0,16,0
19834,0,0,0,0,16,0
19972,0,0,0,2,14,0
19975,0,0,0,1,15,0
19984,0,0,0,1,15,0
20005,0,0,1,0,15,0
20006,1,0,0,0,15,0
20124,1,0,0,0,15,0
20125,0,1,0,5,10,0
20126,0,0,0,0,16,0
20133,0,0,0,1,15,0
20163,0,0,1,0,15,0
20164,1,0,0,0,15,0
20273,0,1,0,6,9,0
20274,0,0,0,1,15,0
20283,0,0,0,0,16,0
20422,0,0,0,1,15,0
20424,0,0,0,2,14,0
20435,0,0,0,2,14,0
20452,0,0,1,1,14,0
20453,1,0,0,1,14,0
20465,1,0,1,0,14,0
20466,2,0,0,0,14,0
20572,2,0,0,0,14,0
20574,2,0,0,0,14,0
20588,1,1,0,4,10,0
20589,1,0,0,0,15,0
20723,1,0,0,2,13,0
20725,1,0,0,0,15,0
20739,1,0,0,1,14,0
20769,1,0,1,0,14,0
20770,2,0,0,0,14,0
20871,2,0,0,0,14,0
20878,1,1,0,2,12,0
20879,1,0,0,0,15,0
20890,0,1,0,4,11,0
20891,0,0,0,0,16,0
21022,0,0,0,0,16,0
21024,0,0,0,0,16,0
21030,0,0,0,0,16,0
21042,0,0,0,1,15,0
21072,0,0,1,0,15,0
21073,1,0,0,0,15,0
21170,1,0,0,0,15,0
21175,1,0,0,4,11,0
21180,1,0,0,1,14,0
21190,1,0,0,0,15,0
21318,0,1,0,4,11,0
21319,0,0,0,0,16,0
21331,0,0,0,2,14,0
21338,0,0,0,0,16,0
21470,0,0,0,1,15,0
21480,0,0,0,1,15,0
21488,0,0,0,0,16,0
21489,0,0,0,3,13,0
21519,0,0,3,0,13,0
21520,3,0,0,0,13,0
21618,3,0,0,0,13,0
21625,2,1,0,4,9,0
21626,2,0,0,0,14,0
21639,2,0,0,1,13,0
21669,2,0,1,0,13,0
21670,3,0,0,0,13,0
21770,3,0,0,0,13,0
21779,3,0,0,1,12,0
21788,3,0,0,0,13,0
21923,1,2,0,4,9,0
21924,1,0,0,0,15,0
21925,1,0,0,0,15,0
21941,0,1,0,5,10,0
21942,0,0,0,0,16,0
22072,0,0,0,1,15,0
22075,0,0,0,0,16,0
22091,0,0,0,2,14,0
22121,0,0,2,0,14,0
22122,2,0,0,0,14,0
22224,1,1,0,5,9,0
22225,1,0,0,2,13,0
22241,1,0,0,1,14,0
22254,1,0,1,0,14,0
22255,2,0,0,0,14,0
22376,2,0,0,1,13,0
22377,2,0,0,1,13,0
22391,2,0,0,1,13,0
22421,2,0,1,0,13,0
22422,3,0,0,0,13,0
22524,3,0,0,0,13,0
22527,3,0,0,4,9,0
22540,3,0,0,9,4,0
22557,3,0,4,5,4,0
22558,7,0,0,5,4,0
22570,7,0,5,0,4,0
22571,12,0,0,0,4,0
22673,12,0,0,4,0,0
22703,12,0,4,0,0,0
22704,16,0,0,0,0,0
